,City Name,Country,Latitude,Longitude,Temperature (F),Humidity (%),Cloud Cover (%),Wind Speed (mph)
436,Rocha,UY,-34.48,-54.33,73.81,63,100,7.23
437,Pisco,PE,-13.7,-76.22,73.65,78,0,6.93
438,Pangai,TO,-19.8,-174.35,79.59,71,64,2.19
439,Arraial do Cabo,BR,-22.97,-42.03,80.6,65,20,16.11
440,Faanui,PF,-16.48,-151.75,81.37,72,6,7.65
441,Necochea,AR,-38.55,-58.74,64.0,74,100,11.01
442,Atuona,PF,-9.8,-139.03,81.39,80,30,16.44
443,Puerto Ayora,EC,-0.74,-90.35,82.15,74,20,19.46
444,Natal,BR,-5.79,-35.21,83.34,70,75,11.41
445,La Santisima Trinidad,BO,-14.83,-64.9,87.8,70,40,11.41
446,Abapó,BO,-18.83,-63.47,89.89,34,61,4.38
447,Fare,PF,-16.7,-151.02,82.33,70,20,5.53
448,Rawson,AR,-43.3,-65.1,55.29,76,100,17.87
449,Laguna,US,38.42,-121.42,66.6,68,1,4.36
450,Quiindy,PY,-25.97,-57.27,89.2,45,0,11.21
451,Coyhaique,CL,-45.58,-72.07,46.15,72,100,4.27
452,La Maná,EC,-0.93,-79.22,55.4,82,75,10.29
453,Indiaroba,BR,-11.52,-37.51,79.72,88,64,8.9
454,Ariquemes,BR,-9.91,-63.04,83.62,82,61,3.51
455,Chui,UY,-33.7,-53.46,75.22,56,100,5.97
456,Camaná,PE,-16.62,-72.71,73.04,59,1,8.66
457,Alta Floresta,BR,-9.88,-56.09,84.2,74,75,2.24
458,Santiago del Estero,AR,-27.8,-64.26,79.12,49,84,5.17
459,Talcahuano,CL,-36.72,-73.12,59.72,82,100,16.75
460,Touros,BR,-5.2,-35.46,82.4,78,75,6.93
461,Contamana,PE,-7.33,-75.02,91.4,49,39,2.3
462,Virú,PE,-8.42,-78.75,69.8,83,34,12.75
463,Paita,PE,-5.09,-81.11,82.4,54,17,17.22
464,Ancud,CL,-41.87,-73.82,60.01,87,83,4.0
465,Itaituba,BR,-4.28,-55.98,87.8,66,40,9.17
466,Gualeguaychú,AR,-33.01,-58.52,86.0,50,95,4.0
467,Río Gallegos,AR,-51.62,-69.22,46.4,61,40,11.41
468,Copiapó,CL,-27.37,-70.33,77.88,21,15,5.73
469,Reyes,BO,-14.32,-67.38,88.65,53,81,3.8
470,Icatu,BR,-2.78,-44.07,82.4,83,40,4.7
471,San Jose,US,37.34,-121.89,65.8,72,40,0.69
472,São João da Barra,BR,-21.64,-41.05,82.4,58,75,9.17
473,San Luis,AR,-33.3,-66.34,65.07,61,70,9.04
474,Chimbarongo,CL,-34.7,-71.05,66.76,52,12,3.65
475,Cabedelo,BR,-6.98,-34.83,87.8,58,40,12.75
476,Viedma,AR,-40.81,-63.0,68.18,41,34,4.05
477,Barra do Bugres,BR,-15.07,-57.18,83.35,69,54,6.11
478,Vila Velha,BR,-20.33,-40.29,78.28,74,75,12.75
479,Urucará,BR,-2.54,-57.76,81.59,77,98,1.72
480,Boa Esperança do Sul,BR,-21.99,-48.39,81.16,49,0,5.82
481,Hualmay,PE,-11.1,-77.61,74.39,63,4,7.4
482,Lábrea,BR,-7.26,-64.8,86.11,70,98,2.98
483,Iquique,CL,-20.22,-70.14,76.82,37,0,7.18
484,Tocopilla,CL,-22.09,-70.2,82.4,22,28,8.84
485,Manicoré,BR,-5.81,-61.3,84.2,74,99,2.24
486,San Cristobal,VE,7.77,-72.22,82.4,78,40,8.05
487,Sechura,PE,-5.56,-80.82,73.78,67,4,9.86
488,Alofi,NU,-19.06,-169.92,71.6,100,100,8.88
489,Harper,LR,4.38,-7.72,85.86,69,100,9.82
490,Coquimbo,CL,-29.95,-71.34,65.43,61,29,4.65
491,Archidona,ES,37.1,-4.39,61.27,83,100,3.0
492,Cacoal,BR,-11.44,-61.45,84.18,69,3,4.18
493,Las Lomas,PA,8.43,-82.4,79.43,78,20,4.7
494,Formosa,AR,-26.18,-58.18,93.2,38,0,17.22
495,Luján,AR,-34.57,-59.1,63.34,76,100,5.99
496,Yacuiba,BO,-22.04,-63.68,87.46,43,1,2.26
497,Santarém,BR,-2.44,-54.71,82.4,83,40,9.17
498,La Rioja,AR,-29.41,-66.85,77.99,36,5,5.84
499,Guaratinga,BR,-16.57,-39.57,82.4,65,40,6.93
500,Mineiros,BR,-17.57,-52.55,80.73,55,0,9.53
501,Paso de Carrasco,UY,-34.86,-56.05,65.73,88,90,20.8
502,Salta,AR,-24.79,-65.41,80.6,57,20,4.07
503,Rio Grande,BR,-32.03,-52.1,89.67,27,100,8.05
504,Tiarei,PF,-17.53,-149.33,77.0,78,20,1.12
505,Barbalha,BR,-7.31,-39.3,84.2,62,75,9.17
506,Boyuibe,BO,-20.42,-63.28,77.0,54,100,6.46
507,Coruripe,BR,-10.13,-36.18,84.22,66,24,12.46
508,Burnie,AU,-41.07,145.92,55.49,94,100,5.01
509,Albany,US,42.6,-73.97,57.79,20,20,6.93
510,Ahipara,NZ,-35.17,173.17,60.67,83,5,9.17
511,Solwezi,ZM,-12.17,26.39,71.51,48,70,1.32
512,Lüderitz,NA,-26.65,15.16,64.4,72,0,6.93
513,Tairua,NZ,-37.02,175.85,57.36,82,5,11.32
514,Bluff,NZ,-46.6,168.33,48.0,74,79,5.99
515,Poso,ID,-1.4,120.75,79.83,71,100,3.27
516,Kaitangata,NZ,-46.28,169.85,48.99,74,73,1.01
517,Mayumba,GA,-3.43,10.66,75.06,88,100,2.73
518,East London,ZA,-33.02,27.91,69.73,66,52,12.93
519,Gamba,GA,-2.65,10.0,77.31,84,100,7.14
520,New Norfolk,AU,-42.78,147.06,57.09,70,100,1.99
521,Port Alfred,ZA,-33.59,26.89,64.0,92,8,3.0
522,Mahébourg,MU,-20.41,57.7,77.0,94,75,2.17
523,Busselton,AU,-33.65,115.33,53.89,63,0,8.88
524,Hobart,AU,-42.88,147.33,57.92,71,100,6.93
525,Geraldton,AU,-28.77,114.6,64.4,82,100,9.17
526,Hong Kong,HK,22.29,114.16,70.11,68,40,3.36
527,Karratha,AU,-20.74,116.85,88.18,44,34,11.43
528,Omboué,GA,-1.57,9.26,79.54,86,100,11.72
529,Bengkulu,ID,-3.8,102.27,79.68,80,100,2.64
530,Buala,SB,-8.14,159.59,82.2,77,43,5.26
531,Alice Springs,AU,-23.7,133.88,68.0,16,0,5.82
532,Kaeo,NZ,-35.1,173.78,53.49,92,7,4.0
533,Saint-Philippe,RE,-21.36,55.77,74.14,83,8,3.36
534,Katobu,ID,-4.94,122.53,76.39,89,100,5.26
535,Hermanus,ZA,-34.42,19.23,78.01,45,0,3.0
536,Vao,NC,-22.67,167.48,73.26,66,100,15.39
537,Kimbe,PG,-5.55,150.14,76.55,87,39,2.55
538,Carnarvon,AU,-24.87,113.63,77.52,61,97,15.19
539,Cap Malheureux,MU,-19.98,57.61,77.0,87,0,3.0
540,Atambua,ID,-9.11,124.89,74.16,79,18,7.07
541,Mareeba,AU,-17.0,145.43,71.76,73,40,9.17
542,Bredasdorp,ZA,-34.53,20.04,66.2,68,3,14.99
543,Cape Town,ZA,-33.93,18.42,72.28,60,0,11.41
544,Kruisfontein,ZA,-34.0,24.73,65.41,57,34,7.76
545,Yulara,AU,-25.24,130.99,86.0,28,75,19.46
546,Asău,RO,46.43,26.4,64.0,32,94,15.3
547,Port Elizabeth,ZA,-33.92,25.57,68.0,72,10,10.29
548,Tolaga Bay,NZ,-38.37,178.3,57.25,70,0,5.46
549,Padang,ID,-0.95,100.35,79.59,78,100,1.45
550,Kongwa,TZ,-6.2,36.42,71.33,65,92,5.28
551,Plettenberg Bay,ZA,-34.05,23.37,66.33,69,5,12.93
552,Kismayo,SO,-0.36,42.55,83.07,74,83,10.45
553,Waitati,NZ,-45.75,170.57,49.51,71,5,3.0
554,Wanaka,NZ,-44.7,169.15,40.51,61,50,5.75
555,Quelimane,MZ,-17.88,36.89,76.24,80,8,4.97
556,Karasburg,NA,-28.02,18.75,78.48,18,28,3.47
557,Kuito,AO,-12.38,16.93,77.0,41,40,11.41
558,Lata,PT,40.16,-8.33,63.68,75,99,5.01
559,Te Anau,NZ,-45.42,167.72,44.71,68,95,5.37
560,Souillac,MU,-20.52,57.52,77.0,94,75,2.01
561,Bambous Virieux,MU,-20.34,57.76,77.0,94,75,4.05
562,Mpongwe,ZM,-13.51,28.16,74.43,40,20,3.24
563,Rome,US,43.21,-75.46,54.32,35,1,3.24
564,Ambon City,ID,-3.7,128.18,83.05,78,71,11.18
565,Mount Gambier,AU,-37.83,140.77,59.0,93,100,11.41
566,Samarai,PG,-10.62,150.67,79.86,83,63,3.85
567,Mitsamiouli,KM,-11.38,43.28,83.26,76,7,10.96
568,Port Keats,AU,-14.25,129.55,82.94,63,0,2.37
569,Norsup,VU,-16.07,167.38,78.8,83,75,3.36
570,Ambilobe,MG,-13.2,49.05,78.48,85,99,1.68
571,Mwingi,KE,-0.93,38.06,70.93,67,100,3.51
572,Grand Gaube,MU,-20.01,57.66,77.0,87,1,3.0
573,Sesheke,ZM,-17.48,24.3,80.6,28,81,6.93
574,Tuatapere,NZ,-46.13,167.68,48.0,74,64,5.99
575,Hithadhoo,MV,-0.6,73.08,84.76,70,77,6.49
576,Henties Bay,NA,-22.12,14.28,59.0,92,12,1.99
577,Westport,US,41.14,-73.36,58.37,62,1,6.93
578,Isangel,VU,-19.55,169.27,71.6,88,90,14.65
579,Saldanha,ZA,-33.01,17.94,73.4,43,0,8.05
580,Bambanglipuro,ID,-7.95,110.28,80.67,80,100,8.3
581,Tsiroanomandidy,MG,-18.77,46.03,69.73,70,15,3.27
582,Margate,GB,51.38,1.39,52.32,72,35,5.01
583,Richards Bay,ZA,-28.78,32.04,73.4,75,72,13.38
584,Madimba,TZ,-10.4,40.33,84.2,74,20,9.17
585,Aitape,PG,-3.14,142.35,79.99,81,33,2.8
586,Nhulunbuy,AU,-12.23,136.77,78.8,78,8,6.93
587,Hervey Bay,AU,-25.3,152.85,64.11,82,0,8.05
588,Sambava,MG,-14.27,50.17,77.74,88,52,6.69
589,Dunedin,NZ,-45.87,170.5,49.44,74,4,1.01
590,Esperance,AU,-33.87,121.9,57.2,87,75,6.93
591,Giyani,ZA,-23.3,30.72,83.66,26,0,5.61
592,Kerema,PG,-7.96,145.78,79.0,87,86,3.87
593,Arandis,NA,-22.42,14.97,59.0,92,2,1.99
594,Mount Isa,AU,-20.73,139.5,75.2,44,0,4.7
595,Moindou,NC,-21.69,165.68,68.0,77,75,6.91
596,Moba,CN,33.23,105.02,44.85,38,97,3.56
597,Broome,US,42.25,-75.83,50.77,55,47,4.0
598,Gawler,AU,-34.6,138.73,60.69,94,100,14.72
599,Karoi,ZW,-16.81,29.69,71.67,36,53,2.8
600,Walvis Bay,NA,-22.96,14.51,60.93,77,30,9.17
601,Port-Gentil,GA,-0.72,8.78,77.0,94,40,3.36
602,Serenje,ZM,-13.23,30.24,69.87,45,15,5.01
603,Yeppoon,AU,-23.13,150.73,68.0,72,12,8.05
604,Arrondissement de Saint-Denis,FR,48.92,2.33,65.84,37,0,9.17
605,Kokopo,PG,-4.35,152.26,79.95,78,56,0.76
606,Tual,ID,-5.67,132.75,83.46,78,66,17.92
607,Camacupa,AO,-12.02,17.48,74.55,39,10,0.85
608,Narrabri,AU,-30.32,149.78,53.19,81,0,3.06
609,Saint-Leu,RE,-21.15,55.28,73.44,83,25,3.36
610,Voh,NC,-20.97,164.7,70.59,77,100,6.24
611,Waingapu,ID,-9.66,120.26,79.92,80,100,12.41
612,George,ZA,-33.96,22.46,62.6,82,20,11.41
613,Nacala,MZ,-14.54,40.67,79.18,79,52,9.04
614,Luganville,VU,-15.53,167.17,78.8,83,75,3.36
615,Waipawa,NZ,-41.41,175.52,56.37,87,1,13.87
616,Beloha,MG,-25.17,45.05,75.2,68,66,5.7
617,Merauke,ID,-8.47,140.33,78.85,85,3,11.27
618,Cilegon,ID,-6.02,106.05,82.15,78,20,2.24
619,Oshakati,NA,-17.78,15.68,87.8,27,18,4.7
620,Port Augusta,AU,-32.5,137.77,63.64,100,90,14.99
621,Bowen,AU,-20.02,148.23,70.57,88,75,6.93
622,Auki,SB,-8.77,160.7,81.43,76,47,3.85
623,Mossamedes,AO,-15.2,12.15,75.2,73,20,17.22
